sysname,chassis,source_ip,interface,lag,port,port_type,queue_group_port,address,isis,mpls,rsvp,slope-policy,egress-scheduler-policy,queue-policy,qos,queue-group
MECTRO-YUC8025-GA,7750,10.190.2.215,To-PASEOMONTEJO-GAM,5,1/1/1,,IPMEAN-QG:10G,10.190.46.36/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MECTRO-YUC8025-GA,7750,10.190.2.215,system,,,,,10.190.2.215/32,,1,1,,,,,
GARGIN-YUC8030-GA,7750,10.190.2.216,To-MERIDACENTRO-GAM,6,1/1/1,xgige,IPMEAN-QG:10G,10.190.46.43/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
GARGIN-YUC8030-GA,7750,10.190.2.216,To-PLAZADORADA-GAM,7,4/2/1,xgige,IPMEAN-QG:10G,10.190.46.52/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
GARGIN-YUC8030-GA,7750,10.190.2.216,system,,,,,10.190.2.216/32,,1,1,,,,,
PZADOR-YUC8022-GA,7750,10.190.2.217,To-FRANCISCODEMONTEJO-GAM,8,2/1/1,xgige,IPMEAN-QG:10G,10.190.46.58/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
PZADOR-YUC8022-GA,7750,10.190.2.217,To-GARCIAGINERES-GAM,7,1/1/1,xgige,IPMEAN-QG:10G,10.190.46.53/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
PZADOR-YUC8022-GA,7750,10.190.2.217,To-MER-M6-EB-MW,,4/1/1,,policer-output-queues,10.190.46.79/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-access:Mobile,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
PZADOR-YUC8022-GA,7750,10.190.2.217,To-PLAZADORADA-AAM,,3/1/10,xcme,IPMEAN-QG:1G,10.190.46.64/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
PZADOR-YUC8022-GA,7750,10.190.2.217,system,,,,,10.190.2.217/32,,1,1,,,,,
FRAMON-YUC8005-GA,7750,10.190.2.218,To-MTXMERIDA-CBM,9,4/2/1,xgige,IPMEAN-QG:10G,10.190.46.66/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
FRAMON-YUC8005-GA,7750,10.190.2.218,To-PLAZADORADA-GAM,8,1/1/1,xgige,IPMEAN-QG:10G,10.190.46.59/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
FRAMON-YUC8005-GA,7750,10.190.2.218,system,,,,,10.190.2.218/32,,1,1,,,,,
HUATUL-OAX7047-AA,7705,10.190.2.219,TO-HUATULCO-MEX-GA,,1/5/8,xcme,,10.190.56.17/31,,1,1,,,7705-IPMEAN-internal:1G,,
HUATUL-OAX7047-AA,7705,10.190.2.219,system,,,,,10.190.2.219/32,,1,1,,,,,
ALAME6-GUJ6061-GA,7750,10.190.2.21,To-ALAMEDACELAYA-AAM,,5/1/10,xcme,IPMEAN-QG:1G,10.190.42.144/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
ALAME6-GUJ6061-GA,7750,10.190.2.21,To-CIUDADELA-GAM,1,1/1/1,xgige,IPMEAN-QG:10G,10.190.42.120/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
ALAME6-GUJ6061-GA,7750,10.190.2.21,To-CLUBDEGOLF-GAM,4,4/1/2,xgige,IPMEAN-QG:10G,10.190.42.138/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
ALAME6-GUJ6061-GA,7750,10.190.2.21,To-MXGUACEL0144RTAGG02,200,2/1/3,xgige,,10.238.193.144/31,10,1,1,default,,default,,
ALAME6-GUJ6061-GA,7750,10.190.2.21,To-MXGUACEL0152RTBHCSRMOB-0/0/13,,2/1/1,xgige,IPMEAN-QG:10G,10.224.67.17/31,11,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
ALAME6-GUJ6061-GA,7750,10.190.2.21,To-TLALNE-CB,,3/1/2,xgige,policer-output-queues,10.190.43.146/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
ALAME6-GUJ6061-GA,7750,10.190.2.21,To-TOREO-GAM,,3/1/1,xgige,IPMEAN-QG:10G,10.190.41.145/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
ALAME6-GUJ6061-GA,7750,10.190.2.21,system,,,,,10.190.2.21/32,,1,1,,,,,
TERAN-CHP8031-GA,7750,10.190.2.220,To-MTXTUXTLA-GAM,2,2/1/1,xgige,IPMEAN-QG:10G,10.190.46.111/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TERAN-CHP8031-GA,7750,10.190.2.220,To-SN-CRISTOBAL-AA,,3/1/7,xcme,policer-output-queues,10.190.80.43/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
TERAN-CHP8031-GA,7750,10.190.2.220,To-TERAN-AAM,,3/1/10,xcme,IPMEAN-QG:1G,10.190.46.122/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
TERAN-CHP8031-GA,7750,10.190.2.220,To-TUXTLACOLOCADA-GAM,3,1/1/1,xgige,IPMEAN-QG:10G,10.190.46.99/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TERAN-CHP8031-GA,7750,10.190.2.220,system,,,,,10.190.2.220/32,,1,1,,,,,
CAMGTA-IUSTB00977-WA,7750,10.190.2.221,To-SAMULA-GA,1,1/1/2,xgige,IPMEAN-QG:10G,10.190.47.50/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CAMGTA-IUSTB00977-WA,7750,10.190.2.221,To-TICUL-WA-ATT,14,1/1/4,xgige,IPMEAN-QG:10G,10.170.46.217/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CAMGTA-IUSTB00977-WA,7750,10.190.2.221,system,,,,,10.190.2.221/32,,1,1,,,,,
CARGTA-IUSTB00984-WA,7750,10.190.2.223,To-CDDELCARMEN-GAM01,1,1/1/1,xgige,IPMEAN-QG:10G,10.190.47.60/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CARGTA-IUSTB00984-WA,7750,10.190.2.223,To-ESCARCEGA-WA-ATT,10,2/1/4,xgige,IPMEAN-QG:10G,10.170.46.228/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CARGTA-IUSTB00984-WA,7750,10.190.2.223,system,,,,,10.190.2.223/32,,1,1,,,,,
DELCAR-ROO8062-GA,7750,10.190.2.224,To-CDDELCARMEN-AAM,,2/1/10,xcme,IPMEAN-QG:1G,10.190.47.88/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
DELCAR-ROO8062-GA,7750,10.190.2.224,To-CDDELCARMEN-WAM01,1,4/1/1,xgige,IPMEAN-QG:10G,10.190.47.61/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
DELCAR-ROO8062-GA,7750,10.190.2.224,To-Extreme-axtel,,1/2/4,xgige,policer-output-queues,10.190.81.1/30,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
DELCAR-ROO8062-GA,7750,10.190.2.224,To-VILLAHERMOSA-CB,,1/2/4,xgige,policer-output-queues,10.190.46.252/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
DELCAR-ROO8062-GA,7750,10.190.2.224,system,,,,,10.190.2.224/32,,1,1,,,,,
ESCGTA-IUSTB00983-WA,7750,10.190.2.225,To-CDDELCARMEN-WA-ATT,10,3/1/3,xgige,IPMEAN-QG:10G,10.170.46.229/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
ESCGTA-IUSTB00983-WA,7750,10.190.2.225,To-ESCARCEGA-GAM01,1,1/1/1,xgige,IPMEAN-QG:10G,10.190.46.241/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
ESCGTA-IUSTB00983-WA,7750,10.190.2.225,To-MALPASO-WA-ATT,6,1/2/3,xgige,IPMEAN-QG:10G,10.170.46.247/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
ESCGTA-IUSTB00983-WA,7750,10.190.2.225,To-TICUL-WA-ATT,8,4/1/3,xgige,IPMEAN-QG:10G,10.170.46.222/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
ESCGTA-IUSTB00983-WA,7750,10.190.2.225,system,,,,,10.190.2.225/32,,1,1,,,,,
ESCARC-CAM8009-GA,7750,10.190.2.226,To-ESCARCEGA-AAM,,2/1/10,xcme,IPMEAN-QG:1G,10.190.46.89/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
ESCARC-CAM8009-GA,7750,10.190.2.226,To-ESCARCEGA-WAM01,1,1/1/1,xgige,IPMEAN-QG:10G,10.190.46.240/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
ESCARC-CAM8009-GA,7750,10.190.2.226,system,,,,,10.190.2.226/32,,1,1,,,,,
TICGTA-IUSTB00975-WA,7750,10.190.2.227,To-CAMPECHE-WA-ATT,14,1/1/5,xgige,IPMEAN-QG:10G,10.170.46.216/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TICGTA-IUSTB00975-WA,7750,10.190.2.227,To-CHETUMAL-WA-ATT,12,5/2/1,xgige,IPMEAN-QG:10G,10.170.46.210/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TICGTA-IUSTB00975-WA,7750,10.190.2.227,To-ESCARCEGA-WA-ATT,8,1/1/1,xgige,IPMEAN-QG:10G,10.170.46.223/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TICGTA-IUSTB00975-WA,7750,10.190.2.227,To-MERIDA-WA-ATT,16,5/1/3,xgige,IPMEAN-QG:10G,10.170.46.192/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TICGTA-IUSTB00975-WA,7750,10.190.2.227,To-PLAYADELCARMEN-WA-ATT,6,2/1/3,xgige,IPMEAN-QG:10G,10.170.46.157/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TICGTA-IUSTB00975-WA,7750,10.190.2.227,system,,,,,10.190.2.227/32,,1,1,,,,,
TUXCOL-CHP8001-GA,7750,10.190.2.228,To-COLOCADATUXTLA-AAM,,2/1/10,xcme,IPMEAN-QG:1G,10.190.46.106/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
TUXCOL-CHP8001-GA,7750,10.190.2.228,To-COLOCADATUXTLA-ABM,,2/1/9,xcme,IPMEAN-QG:1G,10.190.46.104/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
TUXCOL-CHP8001-GA,7750,10.190.2.228,To-LAURELES-GAM,,3/1/12,,IPMEAN-QG:1G,10.190.46.121/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
TUXCOL-CHP8001-GA,7750,10.190.2.228,To-MTXTUXTLA-GAM,1,4/1/1,xgige,IPMEAN-QG:10G,10.190.46.92/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TUXCOL-CHP8001-GA,7750,10.190.2.228,To-OCOZOCOAUTLA-AA,,3/1/5,xcme,,10.190.80.84/31,0,1,1,default,,default,,
TUXCOL-CHP8001-GA,7750,10.190.2.228,To-TERAN-GAM,3,1/2/1,xgige,IPMEAN-QG:10G,10.190.46.98/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TUXCOL-CHP8001-GA,7750,10.190.2.228,To-TONALA-AA,,2/2/1,xcme,IPMEAN-QG:1G,10.190.80.45/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
TUXCOL-CHP8001-GA,7750,10.190.2.228,system,,,,,10.190.2.228/32,,1,1,,,,,
CHEGTA-IUSTB00985-WA,7750,10.190.2.229,To-CHETUMAL-GAM01,1,1/1/1,xgige,IPMEAN-QG:10G,10.190.47.72/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CHEGTA-IUSTB00985-WA,7750,10.190.2.229,To-TICUL-WA-ATT,12,1/1/4,xgige,IPMEAN-QG:10G,10.170.46.211/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CHEGTA-IUSTB00985-WA,7750,10.190.2.229,system,,,,,10.190.2.229/32,,1,1,,,,,
CLUGOL-GUJ6051-GA,7750,10.190.2.22,To-ALAMEDACELAYA-GAM,4,1/1/1,xgige,IPMEAN-QG:10G,10.190.42.139/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CLUGOL-GUJ6051-GA,7750,10.190.2.22,To-LATORRE-GA,3,4/2/1,xgige,IPMEAN-QG:10G,10.190.43.140/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CLUGOL-GUJ6051-GA,7750,10.190.2.22,To-MXGUACEL0143RTAGG02,200,1/2/3,xgige,,10.238.193.146/31,10,1,1,default,,default,,
CLUGOL-GUJ6051-GA,7750,10.190.2.22,To-MXGUACEL0152RTBHCSRMOB-0/0/12,,1/2/2,xgige,IPMEAN-QG:10G,10.224.67.15/31,11,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CLUGOL-GUJ6051-GA,7750,10.190.2.22,system,,,,,10.190.2.22/32,,1,1,,,,,
CHETUM-ROO7013-GA,7750,10.190.2.230,To-CHETUMAL-AAM,,2/1/10,xcme,IPMEAN-QG:1G,10.190.47.86/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
CHETUM-ROO7013-GA,7750,10.190.2.230,To-CHETUMAL-WAM01,1,1/1/1,xgige,IPMEAN-QG:10G,10.190.47.73/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CHETUM-ROO7013-GA,7750,10.190.2.230,To-MERIDA-CA,,2/1/8,xcme,IPMEAN-QG:1G,10.190.47.255/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
CHETUM-ROO7013-GA,7750,10.190.2.230,system,,,,,10.190.2.230/32,,1,1,,,,,
TUXMXT-TUXMTX-GA,7750,10.190.2.231,To-COLOCADATUXTLA-GAM,1,2/1/1,xgige,IPMEAN-QG:10G,10.190.46.93/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-access:Mobile,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TUXMXT-TUXMTX-GA,7750,10.190.2.231,To-MTXTUXTLA-AAM,,3/1/10,xcme,IPMEAN-QG:1G,10.190.46.116/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
TUXMXT-TUXMTX-GA,7750,10.190.2.231,To-TERAN-GAM,2,1/1/1,xgige,IPMEAN-QG:10G,10.190.46.110/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TUXMXT-TUXMTX-GA,7750,10.190.2.231,To-TUXTLAGUTIERREZ-WAF02,4,1/2/2,,IPMEAN-QG:10G,10.190.47.44/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TUXMXT-TUXMTX-GA,7750,10.190.2.231,system,,,,,10.190.2.231/32,,1,1,,,,,
TAPCOL-CHP8028-GA,7750,10.190.2.232,To-COLOCADATAPACHULA-AAM,,2/1/10,xcme,IPMEAN-QG:1G,10.190.46.146/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
TAPCOL-CHP8028-GA,7750,10.190.2.232,To-LAURELES-GAM,1,4/2/1,xgige,IPMEAN-QG:10G,10.190.46.127/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TAPCOL-CHP8028-GA,7750,10.190.2.232,To-TULIPANES-GAM,2,1/1/1,xgige,IPMEAN-QG:10G,10.190.46.140/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TAPCOL-CHP8028-GA,7750,10.190.2.232,To-VHE-R19-EA,,4/1/1,xcme,IPMEAN-QG:10G,10.190.47.151/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TAPCOL-CHP8028-GA,7750,10.190.2.232,system,,,,,10.190.2.232/32,,1,1,,,,,
LAUREL-CHP8022-GA,7750,10.190.2.233,To-COLOCADATAPACHULA-GAM,1,1/1/1,xgige,IPMEAN-QG:10G,10.190.46.126/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
LAUREL-CHP8022-GA,7750,10.190.2.233,To-LAURELES-AAM,,3/1/10,xcme,IPMEAN-QG:1G,10.190.46.138/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
LAUREL-CHP8022-GA,7750,10.190.2.233,To-TULIPANES-GAM,3,2/1/1,xgige,IPMEAN-QG:10G,10.190.46.132/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
LAUREL-CHP8022-GA,7750,10.190.2.233,To-TUXTLACOLOCADA-GAM,,3/1/6,,IPMEAN-QG:1G,10.190.46.120/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
LAUREL-CHP8022-GA,7750,10.190.2.233,system,,,,,10.190.2.233/32,,1,1,,,,,
CANGTA-IUSTB00944-WA,7750,10.190.2.234,To-CANCUN-CAF,,2/1/3,xgige,IPMEAN-QG:10G,10.190.46.182/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CANGTA-IUSTB00944-WA,7750,10.190.2.234,To-CANCUN-CBF,2,1/1/2,xgige,IPMEAN-QG:10G,10.190.46.189/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CANGTA-IUSTB00944-WA,7750,10.190.2.234,To-PLAYADELCARMEN-WA-ATT,8,1/1/4,xgige,IPMEAN-QG:10G,10.170.46.151/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CANGTA-IUSTB00944-WA,7750,10.190.2.234,system,,,,,10.190.2.234/32,,1,1,,,,,
TULIPA-CHP8023-GA,7750,10.190.2.235,To-COLOCADATAPACHULA-GAM,2,5/2/1,xgige,IPMEAN-QG:10G,10.190.46.141/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TULIPA-CHP8023-GA,7750,10.190.2.235,To-LAURELES-GAM,3,1/1/1,xgige,IPMEAN-QG:10G,10.190.46.133/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TULIPA-CHP8023-GA,7750,10.190.2.235,To-TULIPANES-AAM,,2/1/10,xcme,IPMEAN-QG:1G,10.190.46.148/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
TULIPA-CHP8023-GA,7750,10.190.2.235,system,,,,,10.190.2.235/32,,1,1,,,,,
MERMTX-YUC8012-EA,7750,10.190.2.238,To-MERIDA-AAM,,2/1/10,xcme,IPMEAN-QG:1G,10.190.46.20/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
MERMTX-YUC8012-EA,7750,10.190.2.238,To-MERIDA-ABM,,2/1/9,xcme,IPMEAN-QG:1G,10.190.46.22/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
MERMTX-YUC8012-EA,7750,10.190.2.238,To-MERIDA-CAM,,1/1/1,xgige,IPMEAN-QG:10G,10.190.46.7/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MERMTX-YUC8012-EA,7750,10.190.2.238,To-MERIDA-EBM,,1/1/2,xgige,IPMEAN-QG:10G,10.190.46.17/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,,
MERMTX-YUC8012-EA,7750,10.190.2.238,To-MERIDA-SAF,,1/1/3,xgige,IPMEAN-QG:10G,10.190.46.18/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MERMTX-YUC8012-EA,7750,10.190.2.238,system,,,,,10.190.2.238/32,,1,1,,,,,
MERMTX-YUC8012-EB,7750,10.190.2.239,To-MERIDA-AAM,,2/1/10,xcme,IPMEAN-QG:1G,10.190.46.28/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
MERMTX-YUC8012-EB,7750,10.190.2.239,To-MERIDA-ABM,,2/1/9,xcme,IPMEAN-QG:1G,10.190.46.26/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
MERMTX-YUC8012-EB,7750,10.190.2.239,To-MERIDA-CBM,,1/1/1,xgige,IPMEAN-QG:10G,10.190.46.13/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MERMTX-YUC8012-EB,7750,10.190.2.239,To-MERIDA-EAM,,1/1/2,xgige,IPMEAN-QG:10G,10.190.46.16/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,,
MERMTX-YUC8012-EB,7750,10.190.2.239,To-MERIDA-SBF,,1/1/3,xgige,IPMEAN-QG:10G,10.190.46.24/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MERMTX-YUC8012-EB,7750,10.190.2.239,system,,,,,10.190.2.239/32,,1,1,,,,,
MERMTX-YUC8012-SA,7450,10.190.2.240,To-MERIDA-EAF,,3/1/1,xgige,IPMEAN-QG:10G,10.190.46.19/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MERMTX-YUC8012-SA,7450,10.190.2.240,To-MERIDA-SB,,3/1/2,xgige,IPMEAN-QG:10G,10.190.47.92/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MERMTX-YUC8012-SA,7450,10.190.2.240,To-TP5000MGM-MERIDA,,1/2/24,xcme,IPMEAN-QG:1G,10.190.71.254/30,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
MERMTX-YUC8012-SA,7450,10.190.2.240,system,,,,,10.190.2.240/32,,1,1,,,,,
