sysname,chassis,source_ip,l3vpn,service_id,service_name,customer_id,interface,vpls,sap,ingress_qos_id,egress_qos_id,port,policy,card,buffer_min,buffer_max,resv_min,resv_max,shutdown
GDL-M3-EA,7750,10.190.1.216,vprn,1000008,ATT_GY,2,To-ASR1_Vlan1301-Gy,Gy-ASR1-Vlan1301,5/2/1:1301,2000,2000,5/2/1,7x50-IPMEAN:standard,5,2,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000011,VPRN-GA-MSO,2,To-ASR_Vlan1105-Ga,Ga-ASR-Vlan1105,5/2/1:1105,2021,2000,5/2/1,7x50-IPMEAN:standard,5,1,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000011,VPRN-GA-MSO,2,To-ASR_Vlan1105-Ga,Ga-ASR-Vlan1105,5/2/1:1105,2021,2000,5/2/1,7x50-IPMEAN:standard,5,2,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000011,VPRN-GA-MSO,2,To-ASR1_Vlan1103-Ga,Ga-ASR1-Vlan1103,5/2/1:1103,2021,2000,5/2/1,7x50-IPMEAN:standard,5,1,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000011,VPRN-GA-MSO,2,To-ASR1_Vlan1103-Ga,Ga-ASR1-Vlan1103,5/2/1:1103,2021,2000,5/2/1,7x50-IPMEAN:standard,5,2,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000012,VPRN LI,2,To-ASR_Vlan1005-Li,LI-ASR-Vlan1005,5/2/1:1005,2000,2000,5/2/1,7x50-IPMEAN:standard,5,1,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000012,VPRN LI,2,To-ASR_Vlan1005-Li,LI-ASR-Vlan1005,5/2/1:1005,2000,2000,5/2/1,7x50-IPMEAN:standard,5,2,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000012,VPRN LI,2,To-ASR1_Vlan1002-Li,Li-ASR1-Vlan1002,5/2/1:1002,2000,2000,5/2/1,7x50-IPMEAN:standard,5,1,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000012,VPRN LI,2,To-ASR1_Vlan1002-Li,Li-ASR1-Vlan1002,5/2/1:1002,2000,2000,5/2/1,7x50-IPMEAN:standard,5,2,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000014,VPRN RIM,2,To-ASR_Vlan3005-RIM,Gi-RIM-ASR-Vlan3005,5/2/1:3005,2000,2000,5/2/1,7x50-IPMEAN:standard,5,1,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000014,VPRN RIM,2,To-ASR_Vlan3005-RIM,Gi-RIM-ASR-Vlan3005,5/2/1:3005,2000,2000,5/2/1,7x50-IPMEAN:standard,5,2,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000014,VPRN RIM,2,To-ASR1_Vlan3000-RIM,Gi-RIM-ASR1-Vlan3000,5/2/1:3000,2000,2000,5/2/1,7x50-IPMEAN:standard,5,1,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000014,VPRN RIM,2,To-ASR1_Vlan3000-RIM,Gi-RIM-ASR1-Vlan3000,5/2/1:3000,2000,2000,5/2/1,7x50-IPMEAN:standard,5,2,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000015,VPRN HPPTT,2,To-ASR_Vlan1427-hpptt,Gi-hpptt-ASR-Vlan1427,5/2/1:1427,2000,2000,5/2/1,7x50-IPMEAN:standard,5,1,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000015,VPRN HPPTT,2,To-ASR_Vlan1427-hpptt,Gi-hpptt-ASR-Vlan1427,5/2/1:1427,2000,2000,5/2/1,7x50-IPMEAN:standard,5,2,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000015,VPRN HPPTT,2,To-ASR1_Vlan1400-hpptt,Gi-hpptt-ASR1-Vlan1400,5/2/1:1400,2000,2000,5/2/1,7x50-IPMEAN:standard,5,1,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000015,VPRN HPPTT,2,To-ASR1_Vlan1400-hpptt,Gi-hpptt-ASR1-Vlan1400,5/2/1:1400,2000,2000,5/2/1,7x50-IPMEAN:standard,5,2,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000016,VPRN-GI-INTERNET,2,To-ASR1_Vlan800-INT,Gi-INT-ASR1-Vlan800,5/2/1:800,2000,2000,5/2/1,7x50-IPMEAN:standard,5,1,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000016,VPRN-GI-INTERNET,2,To-ASR1_Vlan800-INT,Gi-INT-ASR1-Vlan800,5/2/1:800,2000,2000,5/2/1,7x50-IPMEAN:standard,5,2,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000046,VPRN-VAS-GDL,2,To-ASR_Vlan905-VAS,Gi-VAS-ASR-Vlan905,5/2/1:905,2000,2000,5/2/1,7x50-IPMEAN:standard,5,1,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000046,VPRN-VAS-GDL,2,To-ASR_Vlan905-VAS,Gi-VAS-ASR-Vlan905,5/2/1:905,2000,2000,5/2/1,7x50-IPMEAN:standard,5,2,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000046,VPRN-VAS-GDL,2,To-ASR1_Vlan900-VAS,Gi-VAS-ASR1-Vlan900,5/2/1:900,2000,2000,5/2/1,7x50-IPMEAN:standard,5,1,,
GDL-M3-EA,7750,10.190.1.216,vprn,1000046,VPRN-VAS-GDL,2,To-ASR1_Vlan900-VAS,Gi-VAS-ASR1-Vlan900,5/2/1:900,2000,2000,5/2/1,7x50-IPMEAN:standard,5,2,,
CARDENAS-TAB8007-GA,7750,10.190.1.223,vprn,1000000,OYM-LTE-3G-ATT,2,Gestion_TAB-8007_vlan4020,Gestion_TAB-8007_ceragon1,1/2/1:4020,3000,3000,1/2/1,,1,1,,
CARDENAS-TAB8007-GA,7750,10.190.1.223,vprn,1000000,OYM-LTE-3G-ATT,2,Gestion_TAB-8007_vlan4020,Gestion_TAB-8007_ceragon1,1/2/1:4020,3000,3000,1/2/1,,1,2,,
CARDENAS-TAB8007-GA,7750,10.190.1.223,vprn,1000000,OYM-LTE-3G-ATT,2,To-TABCDS0277-O&M,To-TABCDS0277-O&M,1/2/3:4001,3000,3000,1/2/3,,1,1,,
CARDENAS-TAB8007-GA,7750,10.190.1.223,vprn,1000000,OYM-LTE-3G-ATT,2,To-TABCDS0277-O&M,To-TABCDS0277-O&M,1/2/3:4001,3000,3000,1/2/3,,1,2,,
JUAMTX-JUA002-SA,7450,10.190.1.2,ies,333000,333000,2,To-MGMT-12e,VPLS-MGMT-12e,2/1/60,10,10,2/1/60,,2,1,,
JUAMTX-JUA002-SA,7450,10.190.1.2,ies,333000,333000,2,To-MGMT-12e,VPLS-MGMT-12e,2/1/60,10,10,2/1/60,,2,2,,
JUAMTX-JUA002-SB,7450,10.190.1.3,ies,333000,333000,2,To-MGMT-12e,VPLS-MGMT-12e,2/1/60,10,10,2/1/60,,2,1,,
JUAMTX-JUA002-SB,7450,10.190.1.3,ies,333000,333000,2,To-MGMT-12e,VPLS-MGMT-12e,2/1/60,10,10,2/1/60,,2,2,,
MONTER-NVL4038-EB,7750,10.190.1.55,ies,20,20,2,To-TP5000MTY-IOC2,rvpls-100,2/1/7,50,50,2/1/7,,2,1,,
MONTER-NVL4038-EB,7750,10.190.1.55,ies,20,20,2,To-TP5000MTY-IOC2,rvpls-100,2/1/7,50,50,2/1/7,,2,2,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,429001,SBC-GSM-ACME,2,To-SIGTRAN,RVPLS-SIGTRAM,2/1/3:500,2031,2000,2/1/3,,2,1,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,429001,SBC-GSM-ACME,2,To-SIGTRAN,RVPLS-SIGTRAM,2/1/3:500,2031,2000,2/1/3,,2,2,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,429002,429002,2,GGSN-ARR5K-Gn,vpls-224005,lag-6:109,10,10,4/1/3,default,4,1,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,429002,429002,2,SAEGW-VLAN114,SAEGW-VLAN114,lag-6:114,10,10,4/1/3,default,4,1,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,429002,429002,2,To-FIREWALL-EVDO-APP,To-FIREWALL-EVDO-APP,8/2/4:1531,1,1,8/2/4,,8,1,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,429002,429002,2,To-FIREWALL-EVDO-APP,To-FIREWALL-EVDO-APP,8/2/4:1531,1,1,8/2/4,,8,2,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,429003,NAVEGACION-GSM,2,FW-NAVEGACION,FW-NAVEGACION,6/2/1:110,10,10,6/2/1,,6,1,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,429003,NAVEGACION-GSM,2,FW-NAVEGACION,FW-NAVEGACION,6/2/1:110,10,10,6/2/1,,6,2,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,429003,NAVEGACION-GSM,2,GGSN-BWO-Gi-vlan-867,vpls-GGSN-BWO-Gi-867,lag-6:864,10,10,4/1/3,default,4,1,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,429006,VPRN TERCEROS,2,To_SBC_Router_AT&T,To_SBC_Router_AT&T,7/1/4:210,1,1,7/1/4,,7,1,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,429006,VPRN TERCEROS,2,To_SBC_Router_AT&T,To_SBC_Router_AT&T,7/1/4:210,1,1,7/1/4,,7,2,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,429011,VPRN-VAS,2,To-SIGTRAN,vpls-SIGTRAN-VAS,2/1/3:641,10,10,2/1/3,,2,1,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,429011,VPRN-VAS,2,To-SIGTRAN,vpls-SIGTRAN-VAS,2/1/3:641,10,10,2/1/3,,2,2,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000000,1000000,2,To-SBC_ACME_BUENOS_AIRES_2_NS,SBC_ACME_BUENOS_AIRES_2_NS,7/1/3:421,10,10,7/1/3,,7,1,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000000,1000000,2,To-SBC_ACME_BUENOS_AIRES_2_NS,SBC_ACME_BUENOS_AIRES_2_NS,7/1/3:421,10,10,7/1/3,,7,2,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000000,1000000,2,To-FW-GSM-100G,To-FW-GSM-100G,2/1/5,10,10,2/1/5,,2,1,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000000,1000000,2,To-FW-GSM-100G,To-FW-GSM-100G,2/1/5,10,10,2/1/5,,2,2,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000000,1000000,2,To-SIGTRAN-O&M,vpls-SIGTRAN-O&M,2/1/3:436,10,10,2/1/3,,2,1,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000000,1000000,2,To-SIGTRAN-O&M,vpls-SIGTRAN-O&M,2/1/3:436,10,10,2/1/3,,2,2,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000000,1000000,2,To-FW-NAVEGACION-WAE,To-FW-NAV_WAE,6/2/1:450,1,1,6/2/1,,6,1,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000000,1000000,2,To-FW-NAVEGACION-WAE,To-FW-NAV_WAE,6/2/1:450,1,1,6/2/1,,6,2,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000002,VPRN-LTE-ATT,2,SAEGW-VLAN124,SAEGW-VLAN124,lag-6:124,10,10,4/1/3,default,4,1,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000003,VOICE-ATT,2,SBC-6300-SERVICIO-CORE,SBC-ACME6300-MEDIA,7/1/3:530,10,10,7/1/3,,7,1,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000003,VOICE-ATT,2,SBC-6300-SERVICIO-CORE,SBC-ACME6300-MEDIA,7/1/3:530,10,10,7/1/3,,7,2,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000003,VOICE-ATT,2,SBC-6300-SERVICIO-PUBLICO-MEDIA,SBC-ACME6300-MEDIA-PUBLICO,7/1/4:535,40,40,7/1/4,,7,1,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000003,VOICE-ATT,2,SBC-6300-SERVICIO-PUBLICO-MEDIA,SBC-ACME6300-MEDIA-PUBLICO,7/1/4:535,40,40,7/1/4,,7,2,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000004,SIGNALING-ATT,2,SBC-6300-SERVICIO-SIGNALING,SBC-ACME6300-SIGNALING,7/1/3:63,10,10,7/1/3,,7,1,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000004,SIGNALING-ATT,2,SBC-6300-SERVICIO-SIGNALING,SBC-ACME6300-SIGNALING,7/1/3:63,10,10,7/1/3,,7,2,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000004,SIGNALING-ATT,2,To-FIREWALL-VPN-SENALIZACION,FIREWALL-VPN-SENALIZACION,8/2/4:1527,10,10,8/2/4,,8,1,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000004,SIGNALING-ATT,2,To-FIREWALL-VPN-SENALIZACION,FIREWALL-VPN-SENALIZACION,8/2/4:1527,10,10,8/2/4,,8,2,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000005,UMTS-DATA-ATT,2,To-FW-EVDO-APP-UMTS,To-FW-EVDO-APP-UMTS,8/2/4:266,1,1,8/2/4,,8,1,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000005,UMTS-DATA-ATT,2,To-FW-EVDO-APP-UMTS,To-FW-EVDO-APP-UMTS,8/2/4:266,1,1,8/2/4,,8,2,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000039,1000039,2,To-FW-NAVEGACION-GI-INTERNET,To-FW-NAVEGACION-GI-INTERNET,6/2/1:267,1,1,6/2/1,,6,1,,
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000039,1000039,2,To-FW-NAVEGACION-GI-INTERNET,To-FW-NAVEGACION-GI-INTERNET,6/2/1:267,1,1,6/2/1,,6,2,,
MONTER-NVL4038-SA,7450,10.190.1.56,ies,12,12,3,To-MGMT-POP-ATT,VPLS-MGMT-POP-ATT,5/1/13,10,10,5/1/13,,5,1,,
MONTER-NVL4038-SA,7450,10.190.1.56,ies,12,12,3,To-MGMT-POP-ATT,VPLS-MGMT-POP-ATT,5/1/13,10,10,5/1/13,,5,2,,
MONTER-NVL4038-SA,7450,10.190.1.56,ies,504000,504000,2,To-MGMT-12e-MTY,VPLS-MGMT-12e-MTY,2/1/21,10,10,2/1/21,,2,1,,
MONTER-NVL4038-SA,7450,10.190.1.56,ies,504000,504000,2,To-MGMT-12e-MTY,VPLS-MGMT-12e-MTY,2/1/21,10,10,2/1/21,,2,2,,
MONTER-NVL4038-SB,7450,10.190.1.57,ies,12,12,3,To-MGMT-POP-ATT,VPLS-MGMT-POP-ATT,5/1/8,10,10,5/1/8,,5,1,,
MONTER-NVL4038-SB,7450,10.190.1.57,ies,12,12,3,To-MGMT-POP-ATT,VPLS-MGMT-POP-ATT,5/1/8,10,10,5/1/8,,5,2,,
MONTER-NVL4038-SB,7450,10.190.1.57,ies,504000,504000,2,To-MGMT-12e-MTY,VPLS-MGMT-12e-MTY,5/1/7,40,40,5/1/7,,5,1,,
MONTER-NVL4038-SB,7450,10.190.1.57,ies,504000,504000,2,To-MGMT-12e-MTY,VPLS-MGMT-12e-MTY,5/1/7,40,40,5/1/7,,5,2,,
DIVNOR-NVL4031-GA,7750,10.190.1.61,vprn,1000000,VPRN-OYM-ATT,2,To-NVL-4031-01_1,To-NVL-4031-01_1,2/1/8:4001,10,10,2/1/8,,2,1,,
NUEMOR-NVL4052-GA,7750,10.190.1.67,vprn,409001,VPRN-MONITOREO,2,GESTION-TFE-MASIVO,GESTION-TFE-MASIVO-OLT,1/1/5:485,10,10,1/1/5,,1,1,,
NUEMOR-NVL4052-GA,7750,10.190.1.67,vprn,409001,VPRN-MONITOREO,2,GESTION-TFE-MASIVO,GESTION-TFE-MASIVO-OLT,1/1/5:485,10,10,1/1/5,,1,2,,
NUEMOR-NVL4052-GA,7750,10.190.1.67,vprn,1000000,VPRN-OYM-ATT,2,GESTION-MDU,vpls-GESTION-MDU,1/1/4:99,10,10,1/1/4,,1,1,,
NUEMOR-NVL4052-GA,7750,10.190.1.67,vprn,1000000,VPRN-OYM-ATT,2,GESTION-MDU,vpls-GESTION-MDU,1/1/4:99,10,10,1/1/4,,1,2,,
NUEMOR-NVL4052-GA,7750,10.190.1.67,vprn,1000000,VPRN-OYM-ATT,2,To-NVL-4052-01_1,To-NVL-4052-01_1,3/1/1:4001,10,10,3/1/1,,3,1,,
NUEMOR-NVL4052-GA,7750,10.190.1.67,vprn,1000000,VPRN-OYM-ATT,2,To-NVL-4052-01_1,To-NVL-4052-01_1,3/1/1:4001,10,10,3/1/1,,3,2,,
NUEMOR-NVL4052-GA,7750,10.190.1.67,vprn,1000000,VPRN-OYM-ATT,2,NLEMTY0832_GESTION,NLEMTY0832_GESTION,10/1/1:4021,1,1,10/1/1,,1,1,,
NUEMOR-NVL4052-GA,7750,10.190.1.67,vprn,1000000,VPRN-OYM-ATT,2,NLEMTY0832_GESTION,NLEMTY0832_GESTION,10/1/1:4021,1,1,10/1/1,,1,2,,
DIEDIA-NVL4032-GA,7750,10.190.1.71,vprn,1000000,VPRN-OYM-ATT,2,GESTION-MDU,vpls-GESTION-MDU,1/1/4:99,10,10,1/1/4,,1,1,,
CINTER-NVL4093-GA,7750,10.190.1.72,vprn,429001,VPRN-GSM,2,To-GU-NVL-4093,vpls-GU-NVL-4093,8/1/1:2162,10,10,8/1/1,,8,1,,
CINTER-NVL4093-GA,7750,10.190.1.72,vprn,429001,VPRN-GSM,2,To-GU-NVL-4093,vpls-GU-NVL-4093,8/1/1:2162,10,10,8/1/1,,8,2,,
HUMLOB-NVL4039-GA,7750,10.190.1.73,vprn,409001,VPRN MONITOREO,1,GESTION-TFE-MASIVO,GESTION-TFE-MASIVO-OLT,2/1/4:485,10,10,2/1/4,,2,1,,
HUMLOB-NVL4039-GA,7750,10.190.1.73,vprn,409001,VPRN MONITOREO,1,GESTION-TFE-MASIVO,GESTION-TFE-MASIVO-OLT,2/1/4:485,10,10,2/1/4,,2,2,,
HUMLOB-NVL4039-GA,7750,10.190.1.73,vprn,439002,VPRN de Internet - HSI -ENLACE,4,CLIENTES-TFE-MASIVO,TFE-MASIVO-OLT,2/1/4:305,10,10,2/1/4,,2,1,,
HUMLOB-NVL4039-GA,7750,10.190.1.73,vprn,439002,VPRN de Internet - HSI -ENLACE,4,CLIENTES-TFE-MASIVO,TFE-MASIVO-OLT,2/1/4:305,10,10,2/1/4,,2,2,,
HUMLOB-NVL4039-GA,7750,10.190.1.73,vprn,439012,NAT-INTERNET-ENLACE,4,ENLACE-LOCAL-INTERNET,vpls-ENLACE-LOCAL-INTERNET,2/1/4:133,10,10,2/1/4,,2,1,,
HUMLOB-NVL4039-GA,7750,10.190.1.73,vprn,439012,NAT-INTERNET-ENLACE,4,ENLACE-LOCAL-INTERNET,vpls-ENLACE-LOCAL-INTERNET,2/1/4:133,10,10,2/1/4,,2,2,,
HUMLOB-NVL4039-GA,7750,10.190.1.73,vprn,1000000,VPRN-OYM-ATT,2,To-NVL-4039-01_1,To-NVL-4039-01_1,1/1/4:3999,10,10,1/1/4,,1,1,,
HUMLOB-NVL4039-GA,7750,10.190.1.73,vprn,1000000,VPRN-OYM-ATT,2,GESTION-MDU,vpls-GESTION-MDU,1/1/4:99,10,10,1/1/4,,1,1,,
JUAREZ-NVL4022-GA,7750,10.190.1.75,vprn,409001,VPRN MONITOREO,1,GESTION-TFE-MASIVO,GESTION-TFE-MASIVO-OLT,1/1/4:485,10,10,1/1/4,,1,1,,
JUAREZ-NVL4022-GA,7750,10.190.1.75,vprn,409001,VPRN MONITOREO,1,GESTION-TFE-MASIVO,GESTION-TFE-MASIVO-OLT,1/1/4:485,10,10,1/1/4,,1,2,,
JUAREZ-NVL4022-GA,7750,10.190.1.75,vprn,439012,NAT-INTERNET-ENLACE,4,ENLACE-LOCAL-INTERNET,vpls-ENLACE-LOCAL-INTERNET,2/1/5:133,1,1,2/1/5,,2,1,,
JUAREZ-NVL4022-GA,7750,10.190.1.75,vprn,1000000,VPRN-OYM-ATT,2,To-NVL-4022-01_1,To-NVL-4022-01_1,1/1/4:4001,10,10,1/1/4,,1,1,,
JUAREZ-NVL4022-GA,7750,10.190.1.75,vprn,1000000,VPRN-OYM-ATT,2,To-NVL-4022-01_1,To-NVL-4022-01_1,1/1/4:4001,10,10,1/1/4,,1,2,,
JUAREZ-NVL4022-GA,7750,10.190.1.75,vprn,1000000,VPRN-OYM-ATT,2,GESTION-MDU,GESTION-MDU,1/1/4:99,10,10,1/1/4,,1,1,,
JUAREZ-NVL4022-GA,7750,10.190.1.75,vprn,1000000,VPRN-OYM-ATT,2,GESTION-MDU,GESTION-MDU,1/1/4:99,10,10,1/1/4,,1,2,,
APODAC-NVL4069-GA,7750,10.190.1.78,vprn,429001,VPRN-GSM,2,To-GU-MTY-052H,vpls-GU-MTY-052H,8/1/3:2131,10,10,8/1/3,,8,1,,
APODAC-NVL4069-GA,7750,10.190.1.78,vprn,429001,VPRN-GSM,2,To-GU-MTY-052H,vpls-GU-MTY-052H,8/1/3:2131,10,10,8/1/3,,8,2,,
APODAC-NVL4069-GA,7750,10.190.1.78,vprn,1000000,VPRN-OYM-ATT,2,To-NVL-4069-01_1,To-NVL-4069-01_1,4/1/5:4001,1,1,4/1/5,,4,1,,
APODAC-NVL4069-GA,7750,10.190.1.78,vprn,1000000,VPRN-OYM-ATT,2,To-NVL-4069-01_1,To-NVL-4069-01_1,4/1/5:4001,1,1,4/1/5,,4,2,,
APODAC-NVL4069-GA,7750,10.190.1.78,vprn,1000000,VPRN-OYM-ATT,2,GESTION-MDU,GESTION-MDU-1,1/1/4:99,10,10,1/1/4,,1,1,,
APODAC-NVL4069-GA,7750,10.190.1.78,vprn,1000000,VPRN-OYM-ATT,2,To-NVL-4069-02_2,To-NVL-4069-02_1,8/1/2,1,1,8/1/2,,8,1,,
APODAC-NVL4069-GA,7750,10.190.1.78,vprn,1000000,VPRN-OYM-ATT,2,To-NVL-4069-02_2,To-NVL-4069-02_1,8/1/2,1,1,8/1/2,,8,2,,
POIUNE-MTYMTX-GA,7750,10.190.1.82,vprn,1000000,VPRN-OYM-ATT,2,GESTION-MDU,vpls-GESTION-MDU,1/1/4:99,10,10,1/1/4,,1,1,,
POIUNE-MTYMTX-GA,7750,10.190.1.82,vprn,1000000,VPRN-OYM-ATT,2,To-MTY-MTX-01_1,To-MTY-MTX-01_1,2/1/4:4001,1,1,2/1/4,,2,1,,
ZONCEN-NVL4034-GA,7750,10.190.1.83,vprn,409001,VPRN MONITOREO,1,GESTION-TFE-MASIVO,GESTION-TFE-MASIVO-OLT,1/1/4:485,10,10,1/1/4,,1,1,,
ZONCEN-NVL4034-GA,7750,10.190.1.83,vprn,439002,VPRN de Internet - HSI -ENLACE,4,CLIENTES-TFE-MASIVO,TFE-MASIVO-OLT,1/1/4:305,10,10,1/1/4,,1,1,,
ZONCEN-NVL4034-GA,7750,10.190.1.83,vprn,1000000,VPRN-OYM-ATT,2,To-NVL-4034-01_1-ServicioMW,To-NVL-4034-01_1-ServicioMW,1/1/5:4018,1,1,1/1/5,,1,1,,
ZONCEN-NVL4034-GA,7750,10.190.1.83,vprn,1000000,VPRN-OYM-ATT,2,GESTION-MDU,GESTION-MDU-1,1/1/4:99,10,10,1/1/4,,1,1,,
PUEIND-TAM017-GA,7750,10.190.1.86,vprn,1000000,VPRN-OYM-ATT,2,To-TAM-017-01_1-GestionMW,To-TAM-017-01_1-GestionMW,3/1/1:4001,1,1,3/1/1,,3,1,,
PUEIND-TAM017-GA,7750,10.190.1.86,vprn,1000000,VPRN-OYM-ATT,2,To-TAM-017-01_1-GestionMW,To-TAM-017-01_1-GestionMW,3/1/1:4001,1,1,3/1/1,,3,2,,
CANGAR-TAM003-GA,7750,10.190.1.87,vprn,1000000,VPRN-OYM-ATT,2,To-TAM-003-01_1-GestionMW,To-TAM-003-01_1-GestionMW,3/1/1:4001,1,1,3/1/1,,3,1,,
CANGAR-TAM003-GA,7750,10.190.1.87,vprn,1000000,VPRN-OYM-ATT,2,To-TAM-003-01_1-GestionMW,To-TAM-003-01_1-GestionMW,3/1/1:4001,1,1,3/1/1,,3,2,,
MANDIA-TAM009-GA,7750,10.190.1.88,vprn,1000000,VPRN-OYM-ATT,2,To-TAM-009-01_1-GestionMW,To-TAM-009-01_1-GestionMW,4/1/1:4001,1,1,4/1/1,,4,1,,
MANDIA-TAM009-GA,7750,10.190.1.88,vprn,1000000,VPRN-OYM-ATT,2,To-TAM-009-01_1-GestionMW,To-TAM-009-01_1-GestionMW,4/1/1:4001,1,1,4/1/1,,4,2,,
SABINA-IUSTB00937-GA,7750,10.190.1.90,vprn,1000000,VPRN-OYM-ATT,2,To-NVL-4004-01_1,To-NVL-4004-01_1,3/1/2:4001,1,1,3/1/2,,3,1,,
SABINA-IUSTB00937-GA,7750,10.190.1.90,vprn,1000000,VPRN-OYM-ATT,2,To-NVL-4004-01_1,To-NVL-4004-01_1,3/1/2:4001,1,1,3/1/2,,3,2,,
CRYCLU-TAM010-GA,7750,10.190.1.94,vprn,1000000,VPRN-OYM-ATT,2,To-TAM-010-01_1-GestionMW,To-TAM-010-01_1-GestionMW,3/1/1:4001,1,1,3/1/1,,3,1,,
CRYCLU-TAM010-GA,7750,10.190.1.94,vprn,1000000,VPRN-OYM-ATT,2,To-TAM-010-01_1-GestionMW,To-TAM-010-01_1-GestionMW,3/1/1:4001,1,1,3/1/1,,3,2,,
FIDVEL-TMP4039-GA,7750,10.190.1.97,vprn,439002,VPRN-HSI-ENLACE,4,CLIENTES-TFE-MASIVO,CLIENTES-TFE-MASIVO,1/1/4:305,10,10,1/1/4,,1,1,,
FIDVEL-TMP4039-GA,7750,10.190.1.97,vprn,439002,VPRN-HSI-ENLACE,4,CLIENTES-TFE-MASIVO,CLIENTES-TFE-MASIVO,1/1/4:305,10,10,1/1/4,,1,2,,
FIDVEL-TMP4039-GA,7750,10.190.1.97,vprn,439012,NAT-INTERNET-ENLACE,4,ENLACE-LOCAL-INTERNET,vpls-ENLACE-LOCAL-INTERNET,1/1/4:133,10,10,1/1/4,,1,1,,
FIDVEL-TMP4039-GA,7750,10.190.1.97,vprn,439012,NAT-INTERNET-ENLACE,4,ENLACE-LOCAL-INTERNET,vpls-ENLACE-LOCAL-INTERNET,1/1/4:133,10,10,1/1/4,,1,2,,
FIDVEL-TMP4039-GA,7750,10.190.1.97,vprn,1000000,VPRN-OYM-ATT,2,GESTION-MDU,vpls-GESTION-MDU,1/1/4:99,10,10,1/1/4,,1,1,,
FIDVEL-TMP4039-GA,7750,10.190.1.97,vprn,1000000,VPRN-OYM-ATT,2,GESTION-MDU,vpls-GESTION-MDU,1/1/4:99,10,10,1/1/4,,1,2,,
PUEPAZ-PUE7013-GA,7750,10.190.2.103,vprn,409001,VPRN MONITOREO,1,MONITOR_LA-PAZ,vpls-To-MONITOR_LA-PAZ,lag-3:4070,10,10,4/1/4,,4,1,,
PUEPAZ-PUE7013-GA,7750,10.190.2.103,vprn,409001,VPRN MONITOREO,1,MONITOR_LA-PAZ,vpls-To-MONITOR_LA-PAZ,lag-3:4070,10,10,4/1/4,,4,2,,
